שנה,קוד רמה 1,שם רמה 1,קוד רמה 2,שם רמה 2,קוד סוג סעיף,שם סוג סעיף,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תכנית,שם תכנית,קוד תקנה,שם תקנה,קוד מיון רמה 1,שם מיון רמה 1,קוד מיון רמה 2,שם מיון רמה 2,הוצאה/הכנסה,פשח,הוצאה נטו,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,23,השכלה גבוהה,1,תקציב רגיל,21,ההשכלה הגבוהה,2111,השכלה גבוהה,211101,השכלה גבוהה,21110121,האקדמיה הלאומית למדעים,3,העברות,31,מוצרים ציבוריים,הוצאה,0,12000,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,23,השכלה גבוהה,1,תקציב רגיל,21,ההשכלה הגבוהה,2111,השכלה גבוהה,211101,השכלה גבוהה,21110122,רזרבה להתיקרויות העברות,3,העברות,36,רזרבה,הוצאה,0,463625,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,23,השכלה גבוהה,1,תקציב רגיל,21,ההשכלה הגבוהה,2111,השכלה גבוהה,211101,השכלה גבוהה,21110123,השתתפות במשרד הבטחון,19,העברות  פנים תקציביות,300,השתתפויות,הוצאה,0,17000,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,23,השכלה גבוהה,1,תקציב רגיל,21,ההשכלה הגבוהה,2111,השכלה גבוהה,211101,השכלה גבוהה,21110124,השתתפות במפאת,19,העברות  פנים תקציביות,300,השתתפויות,הוצאה,0,9588,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,23,השכלה גבוהה,1,תקציב רגיל,21,ההשכלה הגבוהה,2111,השכלה גבוהה,211101,השכלה גבוהה,21110130,תקנת קורונה - השכלה גבוהה,3,העברות,31,מוצרים ציבוריים,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,23,השכלה גבוהה,1,תקציב רגיל,21,ההשכלה הגבוהה,2112,רזרבה,211201,רזרבה,21120102,עתודה להסכם קואליציוני,2,קניות,173,רזרבה,הוצאה,0,40000,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010130,שיא כוח אדם - מטה ופיקוח,1,שכר,30,שכר בארץ,הוצאה,0,261251,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010131,שיא כוח אדם שיקום,1,שכר,30,שכר בארץ,הוצאה,0,21165,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010132,"שיא כוח אדם - מש""ה",1,שכר,30,שכר בארץ,הוצאה,0,300377,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010133,שיא כוח אדם - תקון,1,שכר,30,שכר בארץ,הוצאה,0,181330,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010134,עבודה בלתי צמיתה,1,שכר,30,שכר בארץ,הוצאה,0,4774,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010135,שעות נוספות,1,שכר,30,שכר בארץ,הוצאה,0,13603,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010136,כוננויות,1,שכר,30,שכר בארץ,הוצאה,0,25403,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010137,שכר עידוד,1,שכר,30,שכר בארץ,הוצאה,0,9501,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010138,כוח אדם קנוי,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010139,העסקת סטודנטים,1,שכר,30,שכר בארץ,הוצאה,0,3794,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010140,הוצאות פרישה,1,שכר,30,שכר בארץ,הוצאה,0,8098,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010141,החזר הוצאות רכב,1,שכר,30,שכר בארץ,הוצאה,0,78879,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010144,שעות נוספות במעונות ממשלתיים לפי הסכמים קיבוציים,1,שכר,30,שכר בארץ,הוצאה,0,25526,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230101,מטה המשרד - כוח אדם,23010145,כוננויות רופאים,1,שכר,30,שכר בארץ,הוצאה,0,90,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012001,הוצאות הסברה ודוברות,2,קניות,33,קניות בארץ,הוצאה,0,4680,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012004,פעילויות רווחה והדרכה לעובדים,2,קניות,33,קניות בארץ,הוצאה,0,9981,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012006,תשלום על חשבון פסקי דין,2,קניות,33,קניות בארץ,הוצאה,0,100,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012007,פעולות תקציב ומעקב,2,קניות,33,קניות בארץ,הוצאה,0,2593,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012009,תפעול יחידות המשרד,2,קניות,33,קניות בארץ,הוצאה,0,11500,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012010,"מינהל, משק וארנונה",2,קניות,33,קניות בארץ,הוצאה,0,17902,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012020,שמירה וביטחון כללי,2,קניות,33,קניות בארץ,הוצאה,0,43141,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012021,התמודדות עם מצבי חירום,2,קניות,33,קניות בארץ,הוצאה,0,2786,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012030,תפעול ואחזקה,2,קניות,33,קניות בארץ,הוצאה,0,37278,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012031,רכב ממשלתי (29),19,העברות  פנים תקציביות,300,השתתפויות,הוצאה,0,1567,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012032,שכר דירה- רווחה,19,העברות  פנים תקציביות,300,השתתפויות,הוצאה,0,52895,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012033,דמי שימוש- רווחה,2,קניות,33,קניות בארץ,הוצאה,0,12715,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012034,"שירותי תקשורת ומל""מ",2,קניות,33,קניות בארץ,הוצאה,0,9319,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012040,מחשוב ומערכות מידע,2,קניות,33,קניות בארץ,הוצאה,0,63286,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012050,"אסטרטגיה, כלכלה, מחקר והפעלת בית ספר המרכזי",2,קניות,33,קניות בארץ,הוצאה,0,5868,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012054,בקרת איכות ופיקוח,2,קניות,33,קניות בארץ,הוצאה,0,18500,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012055,הערכת תכניות רווחה,2,קניות,33,קניות בארץ,הוצאה,0,10000,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012061,מיזם ביטחון תזונתי,2,קניות,33,קניות בארץ,הוצאה,0,30000,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012063,הוצאות עזבונות האפוטרופוס,3,העברות,34,תשלומי העברה סוציאליים,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012065,פיצויים בעד נזקים,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012068,תשלום שוטף בגין הסכם פנסיוני של עובדי המשקם,2,קניות,33,קניות בארץ,הוצאה,0,2348,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012069,תמיכה בביטחון תזונתי וקימחא דפסחא,3,העברות,35,תמיכות לפי סעיף 3א,הוצאה,0,46000,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012072,מוקד חירום רווחה,2,קניות,33,קניות בארץ,הוצאה,0,3015,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012074,מערך הרפואה,2,קניות,33,קניות בארץ,הוצאה,0,5200,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2301,מטה ושירותים מרכזיים,230120,שירותי משרד מרכזיים,23012099,הוצאות קורונה,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2302,אזרחים ותיקים,230242,טיפול חוץ ביתי לאזרחים,23024241,"מסגרות חוץ ביתיות לאזרחים ותיקים (3,000 מכסות כולל עולים ,כולל א.ותיקים תשושים במימון חוק סיעוד)",2,קניות,33,קניות בארץ,הוצאה,0,183447,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2302,אזרחים ותיקים,230243,שירותים קהילתיים,23024341,שירותים קהילתיים וסיוע לאזרחים ותיקים,2,קניות,33,קניות בארץ,הוצאה,0,161146,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2302,אזרחים ותיקים,230243,שירותים קהילתיים,23024342,מועדונים לאזרחים ותיקים,2,קניות,33,קניות בארץ,הוצאה,0,16300,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2302,אזרחים ותיקים,230243,שירותים קהילתיים,23024343,תכניות חברתיות ושירותים רחביים לאזרחים ותיקים,2,קניות,33,קניות בארץ,הוצאה,0,77700,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2302,אזרחים ותיקים,230243,שירותים קהילתיים,23024344,פיתוח תכניות והכשרות,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2305,רשויות מקומיות -,230513,מחלקות לשירותים,23051341,"שכר עובדי רשויות מקומיות( 5738.5 עובדים מהם 150-רשויות חדשות , 100 עו""ס אוטיסטים,18 ממונה הסעות,118-נושמים לרווחה, 120 - יתד, 30 רכזי התנדבות 182 בשיקום שכונות, 444 בגין עליה, 38 בגין טיפול באלימות במשפחה, 323 במגזרים הערבי והבדואי, 113 עובדי סמים, 22 תקני נוער לטיפול בסמים, 5 לטיפול באוטיסטים 234.90 מובילים ישוביים לועדות, 4 ו. היגוי אלימות ב",3,העברות,31,מוצרים ציבוריים,הוצאה,0,851100,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2305,רשויות מקומיות -,230513,מחלקות לשירותים,23051342,פעולות ארגוניות ומנהליות בלשכות,2,קניות,33,קניות בארץ,הוצאה,0,56094,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2305,רשויות מקומיות -,230513,מחלקות לשירותים,23051343,רפורמה וייעוץ ארגוני בלשכות רווחה,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2305,רשויות מקומיות -,230513,מחלקות לשירותים,23051348,הסעות במועצות איזוריות,2,קניות,33,קניות בארץ,הוצאה,0,6200,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2305,רשויות מקומיות -,230513,מחלקות לשירותים,23051349,טיפול בעולים - עובדים שכונתיים,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2305,רשויות מקומיות -,230513,מחלקות לשירותים,23051381,ניהול מערכות עובדים ובקרה ברשויות המקומיות,2,קניות,173,רזרבה,הוצאה,0,5829,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2305,רשויות מקומיות -,230513,מחלקות לשירותים,23051399,רכזי ועדות חוק סיעוד,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072101,"מסגרות דיור לנכים ואומנה  (  3,996 מכסות לשנת 2019 מהם 100 מכסות באכלוס הדרגתי  , כולל 140 מכסות עבור אחזקת ילדים במוסדות )",2,קניות,33,קניות בארץ,הוצאה,0,449627,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072102,"מסגרות דיור לאוטיסטים ואומנה (   1,980 מכסות בשנת 2019  מהן  150 באכלוס הדרגתי)",2,קניות,33,קניות בארץ,הוצאה,0,459348,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072103,"מסגרות דיור למש""ה ואומנה(    10,077 מכסות בשנת 2019 מהן 25   באכלוס הדרגתי), מתוכן 159 מכסות לעולים",2,קניות,33,קניות בארץ,הוצאה,0,852309,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072104,אומנה לאנשים עם מוגבלויות - קניית שירותי טיפול,2,קניות,33,קניות בארץ,הוצאה,0,6989,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072105,שיקום - מעונות ממשלתיים: תקציבי פעולה,2,קניות,33,קניות בארץ,הוצאה,0,4362,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072106,"מש""ה - מעונות ממשלתיים: תקציבי פעולה",2,קניות,33,קניות בארץ,הוצאה,0,28744,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072187,"קרן הלוואות לשיפוצים במעונות לאנשים עם מש""ה במיקור חוץ",2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072188,קניית שירותי תרבות ופנאי במעונות (קרן 30%),2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230721,טיפול חוץ ביתי באנשים,23072198,תכנית אסטרטגית - מוגבלויות,2,קניות,33,קניות בארץ,הוצאה,0,108580,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072201,שירותי קהילה לילדים עם מוגבלויות,2,קניות,33,קניות בארץ,הוצאה,0,43143,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072202,"מעונות יום שיקומיים לגילאי חצי שנה עד שלוש -מוגבלויות (2,574 מכסות לשנת 2019 מהן 120 הדרגתי)",2,קניות,33,קניות בארץ,הוצאה,0,268834,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072203,מסגרות יום לילדים עם מוגבלויות (2028 מכסות),2,קניות,33,קניות בארץ,הוצאה,0,19494,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072204,"מעונות יום ומפעלי עבודה שיקומיים לבעלי מוגבלויות (940 מכסות מעונות יום אימוניים מתוכם 40 מכסות לעולים, 6,950 מכסות מהן 300 באכלוס הדרגתי מתוכן 60 מכסות עולים, 5,234 מכסות מפעלי עבודה שיקומיים מהן 100 באכלוס הדרגתי מתוכן 129 מכסות עולים)",2,קניות,33,קניות בארץ,הוצאה,0,324041,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072206,"נופשונים מוגבלויות (33,709 לינות)",2,קניות,33,קניות בארץ,הוצאה,0,11937,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072207,אבחון מקצועי לתובעי הבטחת הכנסה,2,קניות,33,קניות בארץ,הוצאה,0,1810,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072221,שירותי קהילה לבוגרים עם מוגבלות,2,קניות,33,קניות בארץ,הוצאה,0,117742,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072222,מסגרות יום לבוגרים עם מוגבלות בקהילה,2,קניות,33,קניות בארץ,הוצאה,0,229851,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072224,אוטיסטים - מסגרות יום בקהילה,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072241,מסד נכויות,2,קניות,33,קניות בארץ,הוצאה,0,18715,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072251,קרן שלם,2,קניות,33,קניות בארץ,הוצאה,0,0,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072252,תמיכות בשירותים לבעלי מוגבלויות,3,העברות,35,תמיכות לפי סעיף 3א,הוצאה,0,9047,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072256,תכניות פנאי - לרון,2,קניות,33,קניות בארץ,הוצאה,0,2735,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072267,מרכז משלים למשפחה,2,קניות,33,קניות בארץ,הוצאה,0,22000,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072271,אבזור וסיוע לעיוורים ובעלי מוגבלויות,2,קניות,33,קניות בארץ,הוצאה,0,52586,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072272,שירותים לחירשים,2,קניות,33,קניות בארץ,הוצאה,0,16004,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072273,דמי תקשורת לחירשים,3,העברות,34,תשלומי העברה סוציאליים,הוצאה,0,31972,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072274,דמי ליווי לעיוורים,3,העברות,34,תשלומי העברה סוציאליים,הוצאה,0,214169,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072275,אבחון וקידום,2,קניות,33,קניות בארץ,הוצאה,0,20867,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2307,אנשים עם,230722,טיפול קהילתי באנשים עם,23072276,"פיתוח מקצועי, הכשרה, מידע ותפעול",2,קניות,33,קניות בארץ,הוצאה,0,19110,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2308,אגף לטיפול באדם עם,230856,טפול חוץ ביתי,23085699,רזרבה להתאמות,2,קניות,173,רזרבה,הוצאה,0,57861,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2309,רזרבה,230902,רזרבה,23090201,רזרבה להתיקרויות שכר,1,שכר,104,רזרבה,הוצאה,0,38908,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2309,רזרבה,230902,רזרבה,23090202,רזרבה להתיקרויות העברות,3,העברות,36,רזרבה,הוצאה,0,64764,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2309,רזרבה,230902,רזרבה,23090209,רזרבה ליעדים פיסקליים,2,קניות,173,רזרבה,הוצאה,0,280389,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2309,רזרבה,230902,רזרבה,23090211,עתודה להסכמים קואליציונים,2,קניות,173,רזרבה,הוצאה,0,81750,,,,,,,,,,,,,,,,,
2022,2,שירותים חברתיים,24,רווחה,1,תקציב רגיל,23,משרד הרווחה,2310,שירותים אישיים וחברתיים,231038,טיפול חוץ ביתי -,23103801,סיוע לפנימיות,3,העברות,35,תמיכות לפי סעיף 3א,הוצאה,0,23000,,,,,,,,,,,,,,,,,
